ticker,company_name,industry_group,latest_date,data_points,return_3d,return_5d,return_10d,return_20d,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,early_momentum_signal,confirmed_momentum_signal,strong_momentum_signal,risk_warning,relative_strength_vs_industry
KTOS,Kratos Defense & Security Solutions Inc.,Defense Drones,2026-05-06,123,-0.008541,0.032908,-0.103338,-0.173785,3884601.000000,3477680.600000,3654680.150000,1.168284,61.572000,61.902000,66.597501,-0.094780,3,False,False,False,True,0.058666
RCAT,Red Cat Holdings Inc.,Defense Drones,2026-05-06,123,-0.054319,-0.040650,-0.216236,-0.185583,8894684.000000,8062050.400000,9788992.600000,0.871096,11.000000,11.344000,12.072750,-0.168262,2,False,False,False,True,-0.054232
ONDS,Ondas Holdings Inc.,Defense Drones,2026-05-06,123,-0.094961,-0.015806,-0.155515,-0.011640,52906060.666667,48017756.400000,53413289.100000,1.015337,9.752000,10.077000,10.040000,-0.147945,5,False,False,False,True,0.006489
DPRO,Draganfly Inc.,Defense Drones,2026-05-06,123,0.020716,0.069034,-0.164869,0.040307,1228428.666667,1124077.200000,1569919.300000,1.053421,5.266000,5.439000,5.633500,-0.176948,2,True,False,False,True,-0.002865
RTX,RTX Corporation,Defense,2026-05-06,123,0.015806,0.022860,-0.023050,-0.131413,4857919.666667,5058591.800000,5331002.950000,0.895002,174.514001,174.798000,185.574000,-0.036308,3,True,False,False,False,0.032398
LHX,L3Harris Technologies Inc.,Defense,2026-05-06,123,-0.035645,-0.059739,-0.088826,-0.165124,1784980.666667,1886908.400000,1534737.100000,1.194499,309.477997,316.185999,333.357001,-0.084852,2,False,False,False,True,-0.033378
NOC,Northrop Grumman Corporation,Defense,2026-05-06,123,-0.015032,-0.022379,-0.050914,-0.186001,800175.000000,739445.000000,817136.250000,0.941244,566.563989,572.109991,616.059497,-0.049450,4,False,False,False,False,0.004534
LMT,Lockheed Martin Corporation,Defense,2026-05-06,123,0.002906,0.008729,-0.074123,-0.181766,1329325.000000,1395935.000000,1544323.750000,0.810630,514.416003,515.076996,556.953497,-0.039374,3,True,False,False,False,-0.018675
GD,General Dynamics Corporation,Defense,2026-05-06,123,0.004135,0.025212,0.082715,-0.003248,1456584.000000,1576090.400000,1612552.600000,0.971411,347.129993,333.250995,333.954999,-0.019391,6,False,True,False,False,0.138163
HII,Huntington Ingalls Industries Inc.,Defense,2026-05-06,123,-0.113866,-0.117707,-0.129034,-0.223192,1019468.000000,847580.800000,535245.200000,1.534444,346.786005,354.533005,373.101503,-0.136705,5,False,False,False,True,-0.073586
LDOS,Leidos Holdings Inc.,Defense,2026-05-06,123,-0.096026,-0.075458,-0.104904,-0.160234,2161446.666667,1700248.000000,1048802.000000,2.059817,143.869998,144.931000,150.049500,-0.096026,3,False,False,False,True,-0.049456
RKLB,Rocket Lab USA Inc.,Space,2026-05-06,123,0.074102,0.099065,-0.059862,0.225391,17591223.333333,17351334.000000,21398978.500000,0.906883,81.008000,80.721999,79.616000,-0.089598,4,True,False,False,True,-0.009047
LUNR,Intuitive Machines Inc.,Space,2026-05-06,123,0.027713,0.062122,-0.120575,0.125695,10394636.666667,9485202.000000,13315590.500000,0.648564,25.490000,25.611000,25.687500,-0.108128,5,True,False,False,True,-0.069760
ASTS,AST SpaceMobile Inc.,Space,2026-05-06,123,-0.002962,0.011883,-0.165131,-0.267261,16663728.666667,15382477.200000,17713214.300000,0.993873,69.554000,72.184999,80.247500,-0.188952,3,False,False,False,True,-0.114316
IRDM,Iridium Communications Inc.,Space,2026-05-06,123,0.029158,0.115416,0.004703,0.172444,1739093.666667,1807116.200000,2673539.050000,0.694578,39.643999,38.925000,38.889500,-0.110921,5,True,False,False,True,0.055518
SPCE,Virgin Galactic Holdings Inc.,Space,2026-05-06,123,0.003774,0.141631,-0.082759,-0.104377,4714685.666667,6004711.400000,8181527.850000,0.570194,2.532000,2.520000,2.731500,-0.140221,3,True,False,False,True,-0.031944
PL,Planet Labs PBC,Space,2026-05-06,123,0.075610,0.164613,0.005574,0.085910,7976870.666667,8205142.400000,10358550.600000,0.677345,37.846001,36.752000,36.622500,-0.109950,4,True,False,False,True,0.056389
RDW,Redwire Corporation,Space,2026-05-06,123,0.032120,0.120930,-0.191953,0.003122,23128902.333333,19727161.400000,23891460.350000,1.007452,9.100000,9.219000,9.721000,-0.143426,4,True,False,False,True,-0.141138
BKSY,BlackSky Technology Inc.,Space,2026-05-06,123,0.139522,0.279532,-0.003689,0.212511,1328219.000000,1304011.400000,1737142.850000,1.087681,36.766000,35.219000,35.624000,-0.187825,5,True,False,False,True,0.047126
VSAT,Viasat Inc.,Space,2026-05-06,123,0.033477,0.135290,0.066899,0.194745,972985.000000,1353211.000000,1393502.750000,0.927415,65.544002,62.829001,61.357500,-0.072228,4,True,False,False,False,0.117714
SATL,Satellogic Inc.,Space,2026-05-06,123,-0.005571,0.160976,-0.013812,0.036284,7153513.333333,7150988.000000,9055032.000000,0.973993,6.968000,6.638500,6.914250,-0.096916,4,False,False,False,True,0.037003
SPIR,Spire Global Inc.,Space,2026-05-06,123,0.006601,0.157495,0.001642,-0.107317,1515015.333333,1364049.200000,2596397.300000,0.425530,17.644000,17.044000,18.517500,-0.098632,3,True,False,False,True,0.052457
CRWD,CrowdStrike Holdings Inc.,Cybersecurity,2026-05-06,123,0.027280,0.034683,0.002979,0.097442,2199939.000000,2112903.400000,3115680.850000,0.703287,463.046002,457.073001,437.395499,-0.020308,6,True,True,False,False,-0.002910
PANW,Palo Alto Networks Inc.,Cybersecurity,2026-05-06,123,0.014358,0.011788,0.013687,0.056969,5164493.000000,5247415.800000,6901283.950000,0.789951,182.523999,180.979999,174.063499,-0.019573,5,True,False,False,False,0.007798
FTNT,Fortinet Inc.,Cybersecurity,2026-05-06,123,0.042415,0.044594,0.032840,0.077116,5727023.000000,5406533.800000,5638033.450000,1.377053,87.941998,86.430999,83.896999,-0.020904,8,True,True,True,False,0.026951
ZS,Zscaler Inc.,Cybersecurity,2026-05-06,123,-0.007009,0.030431,-0.026847,0.007109,2157569.666667,2343421.800000,2935475.450000,0.770781,138.575998,136.625999,133.446500,-0.039612,4,False,False,False,False,-0.032735
OKTA,Okta Inc.,Cybersecurity,2026-05-06,123,0.021906,0.016807,-0.016010,0.018411,2342862.000000,2477917.200000,3764249.300000,0.788281,76.372000,76.238000,73.316500,-0.033465,5,True,False,False,False,-0.021898
TENB,Tenable Holdings Inc.,Cybersecurity,2026-05-06,123,-0.003297,-0.014439,0.028683,0.180145,3376939.000000,4395963.400000,3664610.850000,1.061618,21.026000,20.701000,19.612500,-0.029809,6,False,False,False,False,0.022794
CRM,Salesforce Inc.,Cloud Software,2026-05-06,123,-0.014308,-0.000166,-0.045364,0.029898,9086811.666667,10798627.000000,13198291.750000,0.687584,182.802002,180.819002,179.613503,-0.031018,6,False,False,False,False,-0.004893
NOW,ServiceNow Inc.,Cloud Software,2026-05-06,123,-0.023146,0.001800,-0.136024,-0.086386,21885282.333333,22143969.400000,30482382.350000,0.690089,90.500002,89.728000,91.858000,-0.032170,6,False,False,False,False,-0.095554
SNOW,Snowflake Inc.,Cloud Software,2026-05-06,123,-0.008936,-0.010480,-0.101755,-0.068338,6471410.000000,7401426.000000,8554811.500000,0.857112,140.626004,141.788002,141.490002,-0.067828,3,False,False,False,False,-0.061285
DDOG,Datadog Inc.,Cloud Software,2026-05-06,123,0.022629,0.072623,0.087559,0.233562,6751263.000000,6732417.800000,5265969.450000,1.537929,141.770001,136.438000,128.084501,-0.020315,5,True,False,False,False,0.128029
MDB,MongoDB Inc.,Cloud Software,2026-05-06,123,0.006832,0.026985,-0.015879,0.059684,934067.000000,1213060.200000,1561965.050000,0.529014,262.184000,260.349001,254.116500,-0.051252,5,True,False,False,False,0.024591
WDAY,Workday Inc.,Cloud Software,2026-05-06,123,-0.034105,0.001634,-0.031359,0.029034,3906688.333333,4668773.000000,5196598.250000,0.846836,125.752000,122.463000,122.224501,-0.048495,6,False,False,False,False,0.009112
TTD,The Trade Desk Inc.,Adtech,2026-05-06,123,-0.009488,-0.014772,0.019100,0.185679,15770637.333333,15806722.400000,16238850.600000,0.941490,24.110000,23.788000,22.962000,-0.034627,5,False,False,False,False,-0.010072
APP,AppLovin Corporation,Adtech,2026-05-06,123,0.019196,0.057281,-0.030762,0.198441,4671653.333333,3749392.000000,3995523.000000,1.739637,465.657996,458.350000,453.037502,-0.036629,5,True,False,False,False,-0.059935
ROKU,Roku Inc.,Adtech,2026-05-06,123,0.035604,0.136388,0.081460,0.267254,2988801.666667,4704501.000000,2944250.250000,0.820754,123.710001,118.801000,114.447501,-0.025516,6,True,True,False,False,0.052288
MGNI,Magnite Inc.,Adtech,2026-05-06,123,-0.024052,0.036378,0.000000,0.101151,2361519.666667,2601551.800000,2128832.950000,1.287259,13.422000,13.154000,13.048000,-0.024052,4,False,False,False,False,-0.029173
PUBM,PubMatic Inc.,Adtech,2026-05-06,123,-0.008798,0.043210,0.065126,0.205708,577221.333333,631692.800000,611218.200000,1.103966,10.160000,9.881000,9.567000,-0.025000,7,False,True,False,False,0.035953
DV,DoubleVerify Holdings Inc.,Adtech,2026-05-06,123,-0.014147,0.017336,0.040112,0.105054,2257002.000000,2197121.200000,1954935.300000,1.067558,11.268000,11.044000,10.705500,-0.027051,7,False,True,False,False,0.010939
CEG,Constellation Energy Corporation,Nuclear,2026-05-06,123,0.048634,0.086801,0.124042,0.135470,2592964.666667,2557558.800000,2656449.700000,1.147996,317.012000,310.923999,300.341000,-0.057651,6,True,True,False,False,0.076241
VST,Vistra Corp.,Nuclear,2026-05-06,123,0.019384,0.029261,0.016047,0.015395,5054833.000000,4452659.800000,3933349.950000,1.878297,158.528000,159.533000,159.360500,-0.076780,5,True,False,False,False,-0.031754
CCJ,Cameco Corporation,Nuclear,2026-05-06,123,0.026202,0.082859,-0.021428,0.067817,4157485.000000,3529771.000000,3181777.750000,1.184261,120.024001,119.983000,119.545500,-0.077190,3,True,False,False,False,-0.069229
UEC,Uranium Energy Corp.,Nuclear,2026-05-06,123,0.055556,0.175988,0.040924,0.129656,8942680.666667,8727068.400000,8570337.100000,1.283653,14.984000,14.720000,14.610000,-0.129786,4,True,False,False,True,-0.006877
LEU,Centrus Energy Corp.,Nuclear,2026-05-06,123,0.119435,0.204917,0.065598,0.216641,956524.333333,827334.600000,904543.650000,1.404214,212.376001,210.664000,203.540501,-0.135147,5,True,False,False,True,0.017797
SMR,NuScale Power Corporation,Nuclear,2026-05-06,123,0.113674,0.194346,-0.003685,0.371197,27870516.000000,26384409.600000,38010402.400000,1.181262,12.434000,12.264000,11.739000,-0.110063,4,True,False,False,True,-0.051485
OKLO,Oklo Inc.,Nuclear,2026-05-06,123,0.130966,0.225300,0.099572,0.585740,12718250.000000,12663450.000000,15969737.500000,1.316230,71.900000,71.696000,66.250000,-0.150144,4,True,False,False,True,0.051771
NNE,NANO Nuclear Energy Inc.,Nuclear,2026-05-06,123,0.241777,0.296610,0.061336,0.292574,3744835.333333,2930481.200000,2353150.300000,2.980858,24.390000,24.366500,24.115750,-0.129658,4,True,False,False,True,0.013535
GEV,GE Vernova Inc.,Renewables,2026-05-06,123,0.052693,0.052535,-0.007627,0.195381,2089771.000000,2338582.600000,2610115.650000,0.869890,1086.905957,1100.551978,1050.975491,-0.075318,5,True,False,False,False,-0.070097
FSLR,First Solar Inc.,Renewables,2026-05-06,123,0.029710,0.143697,0.155212,0.085766,2868352.333333,3386331.400000,2395452.850000,1.048803,212.474002,203.627000,199.152501,-0.034788,5,True,False,False,False,0.092742
NXT,Nextracker Inc.,Renewables,2026-05-06,123,0.051280,0.103352,0.085119,0.083068,1297988.000000,1288652.800000,1671223.200000,0.768039,121.081999,120.457000,116.083500,-0.081135,6,True,True,False,True,0.022649
ARRY,Array Technologies Inc.,Renewables,2026-05-06,123,0.036990,0.086898,0.006188,0.113699,5206647.000000,4922688.200000,5505547.050000,1.086076,7.910000,7.915000,7.720000,-0.077682,4,True,False,False,False,-0.056282
ORA,Ormat Technologies Inc.,Renewables,2026-05-06,123,0.011982,0.041153,0.073458,0.012161,790815.333333,683429.200000,804782.300000,1.580360,114.659999,113.770000,112.998999,-0.032875,5,True,False,False,False,0.010988
FLNC,Fluence Energy Inc.,Energy Storage,2026-05-06,123,0.112387,0.146238,0.004444,0.033537,6215042.333333,5697005.400000,4830076.350000,1.940513,12.590000,12.739000,13.290250,-0.125000,6,True,False,False,True,-0.024793
STEM,Stem Inc.,Energy Storage,2026-05-06,123,0.013940,0.055126,-0.075424,0.127066,137849.333333,114349.600000,111017.400000,1.608288,10.616000,10.802000,10.667000,-0.112182,5,True,False,False,True,-0.104662
ENPH,Enphase Energy Inc.,Energy Storage,2026-05-06,123,0.057607,0.147804,0.012443,0.099509,6287156.666667,6933634.000000,7300943.500000,0.658609,34.234000,34.383000,33.456500,-0.137445,4,True,False,False,True,-0.016795
SEDG,SolarEdge Technologies Inc.,Energy Storage,2026-05-06,123,-0.053601,-0.023329,-0.046714,-0.066866,5522557.666667,4259514.600000,3855833.650000,2.255640,42.508000,43.898001,42.340000,-0.142887,5,False,False,False,True,-0.075951
GNRC,Generac Holdings Inc.,Energy Storage,2026-05-06,123,0.031156,0.057330,0.251439,0.317794,667972.333333,930543.400000,826050.850000,0.652039,261.348004,243.639001,226.825001,-0.017245,7,False,True,False,True,0.222201
ISRG,Intuitive Surgical Inc.,Robotics Automation,2026-05-06,123,-0.013216,-0.004627,-0.065940,-0.022822,2240552.333333,2036771.400000,2273017.850000,0.867462,454.170001,462.335001,462.562498,-0.063954,4,False,False,False,False,-0.094200
TER,Teradyne Inc.,Robotics Automation,2026-05-06,123,0.107290,0.248588,-0.007010,0.067515,3495616.666667,4239990.000000,3688092.500000,1.036078,353.182007,367.344000,369.642999,-0.267293,6,True,False,False,True,-0.035269
SYM,Symbotic Inc.,Robotics Automation,2026-05-06,123,0.038546,0.066434,-0.032585,0.121173,1950877.333333,1599066.400000,1438991.600000,2.216922,58.846000,59.008000,59.122500,-0.088146,5,True,False,False,True,-0.060844
ROK,Rockwell Automation Inc.,Robotics Automation,2026-05-06,123,0.127433,0.147801,0.128569,0.177911,1336906.333333,1067563.800000,745315.950000,1.584857,422.385999,413.043002,409.054001,-0.021301,5,True,False,False,False,0.100309
CGNX,Cognex Corporation,Robotics Automation,2026-05-06,123,0.112978,0.163303,0.152323,0.157679,4171609.333333,3260505.600000,2004996.400000,3.347651,57.767999,55.955000,55.259000,-0.028499,8,True,True,True,False,0.124063
ZBRA,Zebra Technologies Corporation,Robotics Automation,2026-05-06,123,0.011802,0.065974,-0.005798,0.038980,621250.333333,707130.200000,766217.550000,0.689035,227.043997,224.557999,227.287499,-0.053445,5,True,False,False,False,-0.034058
XYZ,Block Inc.,Fintech,2026-05-06,123,-0.013647,0.019724,-0.023034,0.127328,4990882.333333,4577489.400000,4880677.350000,1.069021,71.260001,70.814000,69.472000,-0.030295,4,False,False,False,False,0.047919
PYPL,PayPal Holdings Inc.,Fintech,2026-05-06,123,-0.082672,-0.091676,-0.096642,0.009160,24179340.333333,18764744.200000,14124241.050000,1.401075,48.746000,49.431000,49.238000,-0.091676,3,False,False,False,True,-0.025688
HOOD,Robinhood Markets Inc.,Fintech,2026-05-06,123,0.073174,0.110253,-0.106073,0.100515,26192872.000000,27004143.200000,35454730.800000,0.689514,75.836002,78.465000,80.288750,-0.159485,6,True,False,False,True,-0.035119
COIN,Coinbase Global Inc.,Fintech,2026-05-06,123,0.035085,0.089308,-0.040147,0.130619,9676766.333333,8717619.800000,9894959.950000,0.779457,195.544003,194.793001,192.981001,-0.090304,5,True,False,False,True,0.030806
SOFI,SoFi Technologies Inc.,Fintech,2026-05-06,123,-0.007912,0.049919,-0.144806,-0.011522,58601287.000000,69966952.200000,66220623.050000,0.838697,16.210000,17.045500,17.627250,-0.172441,5,False,False,False,True,-0.073852
AFRM,Affirm Holdings Inc.,Fintech,2026-05-06,123,-0.029020,0.033081,-0.015020,0.316603,4512013.666667,4983648.200000,5025957.050000,1.193293,66.258000,64.976000,61.886500,-0.030247,5,False,False,False,False,0.055934
NFLX,Netflix Inc.,Consumer Platforms,2026-05-06,123,-0.041169,-0.041793,-0.053303,-0.111883,37610795.000000,36832457.000000,42905789.250000,0.814396,90.569998,91.387000,96.091500,-0.061105,3,False,False,False,False,-0.007535
UBER,Uber Technologies Inc.,Consumer Platforms,2026-05-06,123,0.053914,0.063113,0.047499,0.093810,24379363.000000,20014497.800000,15837169.450000,2.010819,75.156000,74.996999,74.936000,-0.043530,5,True,False,False,False,0.093268
ABNB,Airbnb Inc.,Consumer Platforms,2026-05-06,123,-0.012565,-0.002851,-0.029824,0.064536,3548399.333333,3206079.600000,3297899.900000,1.324115,140.098001,140.556000,138.757000,-0.027727,6,False,False,False,False,0.015945
DASH,DoorDash Inc.,Consumer Platforms,2026-05-06,123,-0.044757,-0.008032,-0.078455,0.045305,5791872.666667,4777463.600000,4121550.900000,1.799376,170.234000,172.031000,172.413750,-0.061356,2,False,False,False,False,-0.032687
SPOT,Spotify Technology S.A.,Consumer Platforms,2026-05-06,123,-0.036828,-0.041301,-0.186716,-0.119875,2916826.333333,2470995.800000,2336143.950000,1.422035,434.220001,457.863004,486.900500,-0.190097,4,False,False,False,True,-0.140947
PINS,Pinterest Inc.,Consumer Platforms,2026-05-06,123,0.046489,0.072478,0.026188,0.169061,42960993.333333,31317576.000000,17511219.000000,1.826131,20.834000,20.382000,19.924500,-0.050269,5,True,False,False,False,0.071957
JNJ,Johnson & Johnson,Defensive Healthcare,2026-05-06,123,-0.011312,-0.012008,-0.006546,-0.069126,7198326.333333,7323155.800000,7802833.950000,1.002595,226.282001,227.003999,230.910500,-0.027964,4,False,False,False,False,-0.003762
MRK,Merck & Co. Inc.,Defensive Healthcare,2026-05-06,123,0.012482,0.023524,0.005935,-0.078097,7607930.666667,10381738.400000,9625964.600000,0.753617,112.232001,111.889001,114.904000,-0.047461,6,True,True,False,False,0.008718
PFE,Pfizer Inc.,Defensive Healthcare,2026-05-06,123,0.007596,0.010282,-0.010075,-0.034219,43513488.333333,39788413.000000,34917803.250000,1.096889,26.462000,26.551000,26.885000,-0.027407,4,True,False,False,False,-0.007291
ABBV,AbbVie Inc.,Defensive Healthcare,2026-05-06,123,-0.007599,0.005591,0.022594,-0.022964,5452983.666667,6604250.200000,6816237.550000,1.069380,207.444003,203.584003,205.057136,-0.029765,5,False,False,False,False,0.025377
UNH,UnitedHealth Group Inc.,Defensive Healthcare,2026-05-06,123,-0.004067,-0.009333,0.038923,0.200340,5522096.000000,5678317.600000,8125854.400000,0.635058,368.232001,364.284000,342.967999,-0.018557,6,False,False,False,False,0.041706
MDT,Medtronic plc,Defensive Healthcare,2026-05-06,123,-0.030000,-0.022301,-0.067532,-0.124648,10088214.000000,10862908.400000,9197867.100000,1.065828,78.932001,80.596001,83.318001,-0.073875,2,False,False,False,False,-0.064748
PG,Procter & Gamble Co.,Defensive Staples,2026-05-06,123,0.004346,0.009832,0.043148,0.028390,7716323.666667,7891094.200000,8652128.550000,0.675195,146.113995,146.740097,144.973872,-0.038547,8,False,False,False,False,0.012525
KO,The Coca-Cola Company,Defensive Staples,2026-05-06,123,0.008272,0.004564,0.061637,0.025100,12785245.666667,13221667.400000,13976501.850000,1.004961,78.648003,77.881001,76.890501,-0.015529,6,False,True,False,False,0.031015
PEP,PepsiCo Inc.,Defensive Staples,2026-05-06,123,-0.009212,0.004315,0.014110,0.007494,5492208.000000,5597804.800000,5844126.200000,0.846273,156.298001,155.831000,156.053001,-0.024607,5,False,False,False,False,-0.016513
WMT,Walmart Inc.,Defensive Staples,2026-05-06,123,-0.011550,0.016171,0.000769,0.022159,12432838.000000,13529422.800000,16074405.700000,1.015311,130.945999,129.986998,128.498499,-0.033629,4,False,False,False,False,-0.029853
COST,Costco Wholesale Corporation,Defensive Staples,2026-05-06,123,-0.015766,-0.001477,-0.006481,-0.032103,1804583.333333,1794550.000000,1777247.500000,1.394319,1009.944006,1005.866187,1000.478638,-0.020336,5,False,False,False,False,-0.037104
CL,Colgate-Palmolive Company,Defensive Staples,2026-05-06,123,0.010314,0.043437,0.070553,0.036913,4737133.666667,6127940.200000,5373980.050000,0.832512,86.496002,85.518001,84.532851,-0.021659,7,True,True,False,False,0.039930
SPY,SPDR S&P 500 ETF Trust,Market ETFs,2026-05-06,123,0.018289,0.031268,0.031805,0.085531,47128481.333333,50335228.800000,50604012.200000,1.037500,722.984009,717.575006,707.571503,-0.005020,6,True,True,False,False,-0.001847
QQQ,Invesco QQQ Trust,Market ETFs,2026-05-06,123,0.032070,0.051695,0.062066,0.147965,36531874.333333,37878084.600000,39420581.150000,0.962759,678.430005,669.079999,651.549997,-0.010057,7,True,True,False,False,0.028414
IWM,iShares Russell 2000 ETF,Market ETFs,2026-05-06,123,0.026926,0.054102,0.037326,0.101086,25503504.333333,26933582.600000,26889505.650000,0.855911,280.897998,277.978998,274.015001,-0.018258,6,True,True,False,False,0.003675
DIA,SPDR Dow Jones Industrial Average ETF Trust,Market ETFs,2026-05-06,123,0.008141,0.021241,0.008671,0.041952,3593025.000000,4106795.000000,4064383.750000,1.004451,494.647992,493.036996,490.146504,-0.014276,3,True,False,False,False,-0.024981
VTI,Vanguard Total Stock Market ETF,Market ETFs,2026-05-06,123,0.018492,0.033266,0.030294,0.084387,3114417.666667,3163730.600000,3323487.650000,1.085803,356.459998,353.751996,349.020497,-0.006581,6,True,True,False,False,-0.003357
VOO,Vanguard S&P 500 ETF,Market ETFs,2026-05-06,123,0.018324,0.031212,0.031748,0.085814,5545655.333333,5602373.200000,5754098.300000,0.977037,664.635999,659.685999,650.466498,-0.004958,6,True,True,False,False,-0.001904
